,timeline,news,Emotions,fear_percentage,anger_percentage,sadness_percentage,joy_percentage,surprise_percentage,fear,anger,sadness,joy,surprise
2020-03-30 00:00:00,2020-03-30 00:00:00-2020-04-05 00:00:00,"['70 coronavirus cases in Telangana; 11 recover', 'Harvest disruption amid lockdown in Andhra Pradesh', 'Slum-dwellers in Cantt struggle to make ends meet amid lockdown', 'Covid-19 blanks out Telugu soaps; production halts', 'SCB ward members spread awareness on precautionary measures to fight coronavirus', 'Man cycles to shrines despite lockdown', 'No stigma attached to Covid-19: T patient to PM', ""Hit by lockdown; auto drivers seek governement's help in Hyderabad"", ""Harassed; abused; spat at: Stop this racism; it's not ok to taunt Northeast Indians with 'corona' slurs"", 'This entrepreneur prescribes tech booster to fight Covid-19', 'Power consumption sees dip amid coronavirus lockdown in Telanagana', 'Jagtial villager fined Rs 500 for violation of lockdown', 'Making a song and dance about coronavirus and going viral too', 'Techies set up online covid clinic', ""Just 1 attends burial of Telangana's first Covid-19 deceased"", 'Focus on Markaz Nizamuddin after rise in Covid-19 cases', 'More equipment; kits to help fight Covid-19: Eatala', 'Tablighi Jamaat meet alters Covid-19 combat strategies of Telugu states', ""WHO clears air on disposal of Covid-19 victims' bodies"", 'Telangana: Abandoned pets wander through deserted streets under Covid-19 lockdown', 'Star quarantine facilities charge guests over Rs 4;000 per day', 'Ties between states strengthen as battle against coronavirus hardens', 'Tablighis tested; jack up Covid-19 cases in Telangana; Andhra Pradesh', 'CII-Telangana Covid-19 task force to help government in fighting virus', 'Zoo in Hyderabad sees 13 lockdown births', 'Amid lockdown; board games make a comeback', '15 test positive for Covid-19 in Kadapa', 'Prepare plan to help quarantine those on the move: HC tells Telengana', 'Toll fee hiked by NHAI & HMDA; will be enforced post-lockdown', 'Jamiat Ulema Hind offers facility to quarantine 10;000 people', ""Hyderabad: Covid-19 hurts GHMC's tax collection by Rs 500 crore"", 'Treatments for diabetes; kidney ailments affected amid corona war', 'Muslim Covid-19 victims martyrs', ""Covid homes' waste disposal rules bent"", 'Drones eyes in sky for Cyberabad cops tracking lockdown violators', 'Plaint filed against alleged communalisation of Covid-19', 'Hyderabad: Purohits lean on video calls to perform puja amid lockdown', 'Police hit boy for defying lockdown', 'City co joins race for Covid-19 vaccine', 'With 75 fresh Covid-19 cases; Telangana sees sharpest spike in a day', 'Telangana: Liquor worth Rs 26;000 stolen from wine shop; first such theft in lockdown', 'Telangana: No reason to panic; say discharged Covid-19 patients', 'coronavirus in hyderabad latest news updates on hyderabad corona cases deaths 5 april 2020', 'Hyderabad: Two NIMS doctors in quarantine after examining Covid-19 suspect', 'Special economic zones join Covid-19 fight; produce masks and PPE', 'Hyderabad Police take the onus of ensuring the safety of those vulnerable during lockdown']","[1, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 0, 2, 2, 4, 0, 1, 0, 0, 4, 2, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 4, 0, 1, 0, 0, 0, 2, 2, 0, 0, 1, 1, 0, 1]",34.78260869565217,45.65217391304348,6.521739130434782,13.043478260869565,0.0,16,21,3,6,0
2020-04-06 00:00:00,2020-04-06 00:00:00-2020-04-12 00:00:00,"['Traditional art forms and peppy folk songs unite to fight coronavirus in Hyderabad', 'Rapid surge in Covid-19 cases stuns Telangana; Andhra Pradesh', '34 quarantined following Chegur death; test results of four Bihar youth awaited', ""Covid patients' residences cordoned off"", 'Soon; doctors on Covid-19 battle to be put up at hotels', 'Covid-19 fear may affect bat population in Hyderabad; say biologists', ""GHMC sanitises areas near Covid victim's home"", 'coronavirus in hyderabad latest news updates on hyderabad corona cases deaths 6 april 2020', 'Tech leg up helps Hyderabad police enforce lockdown', 'City constable tests positive for Covid-19', 'Start-ups come up with innovative solutions to meet Covid challenge', 'CPM demands all-party meet on coronavirus', 'GHMC official hid TJ visit; quarantined', 'Chegur case: Migrant tests Covid-19 positive', 'Coronavirus suspect sends officials in a tizzy', 'Help poor during lockdown: Najaf Ali', 'Office space absorption hits Covid-19 bump; 50% dip feared', 'IIIT starts series to guide startups during lockdown', 'Telangana: Drones to combat spread of Covid-19 in districts', 'Telangana records 56% drop in murders amid lockdown', ""Now; a 'corona car' to spread awareness in Telangana"", ""Hyderabad: Infected cop's family; 6 colleagues quarantined"", ""Telangana veering towards extending lockdown; awaits Centre's nod"", 'Infant among 40 new Covid-19 cases in Telangana', 'This super cop guards our city; feeds the hungry & raises Covid-19 awareness', 'Telangana: Courts to remain in lockdown till April 30; skip summer break', 'Impending water crisis may be bigger problem than Covid-19: Hyderabad activist', '13 booked for violation of lockdown orders by Keesara police', ""New norms for disposal of Covid-19 victims' bodies in Telangana"", 'Micron to partner with Telangana in fight against Covid-19', 'Cooking oil company in Hyderabad gives Rs 2.5 crore for Covid-19 relief operations', 'Telangana ropes in University of Hyderabad students for coronavirus work', 'Tech by 2 US Indians can detect Covid-19 virus in 20 seconds', ""Telugu techies' rib-tickling video on coronavirus goes viral"", 'Surge in forest fires amid lockdown', ""Anganwadis to track lockdown's psychological impact"", 'Telangana Cabinet meet today; to decide on lockdown extension', 'Telangana government mulling mass Covid-19 tests; says KT Rama Rao', '4;000 construction workers show no Covid-19 symptoms in Greater Hyderabad', '22-year-old offers virtual skill training to thousands amid Covid-19 lockdown', 'Civic chief criticises Andhra Pradesh government over Covid-19 crisis; suspended', 'Hyderabad doctors a call away to beat Covid-19 blues', ""Covid-19 fear claims new mom's life as 10 Hyderabad hospitals turn her away"", '#CoronaImpact: Simple brunch; virtual mass; indoor egg hunt: Easter like never before', 'Covid-19 has no religion: Shabbir', 'Hyderabad: Vendors struggle to make ends meet due to lockdown', ""Be careful; but don't stop urgent treatment fearing Covid-19 spread"", 'Hyderabad: Pastor & 19 others booked for violating lockdown', 'NIT Warangal bags project on Covid-19', 'Andhra Pradesh deputy CM blames Tablighi Jamaat for Covid-19; apologises later', '24 new Covid-19 cases in Andhra Pradesh; tally rises to 405', ""KCR moots 'chopper money' to bail out states battling Covid-19 pandemic"", 'Amid lockdown; Hyderabad landlord waives off rent for 75 tenants']","[0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 2, 0, 1, 1, 0, 0, 1, 1, 0, 0, 2, 1, 2, 1, 2, 0, 0, 1, 0, 0, 2, 0, 2, 2, 1, 1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 0]",32.075471698113205,50.943396226415096,0.0,16.9811320754717,0.0,17,27,0,9,0
2020-04-13 00:00:00,2020-04-13 00:00:00-2020-04-19 00:00:00,"['GHMC tells 10 Covid-19 suspects to isolate selves', 'Online courses see 3X surge in demand amid lockdown', 'CII Telangana moots Covid-19 innovation pool', 'Telangana: KTR a tweet away for citizens in times of Covid-19', 'Chief whip unveils CD of song on Covid-19', 'Online curiosity over coronavirus ebbs', 'From 23-day-old to 12-year-old; Gandhi Hospital treating 20 kids for Covid-19', 'Excise crackdown: 675 cases filed for stocking; selling liquor amid lockdown', ""AP cop croons 'corona song' to spread awareness on Covid-19"", 'Cybercrime cases rise in Hyderabad amid lockdown', 'Hospital declaration for non-Covid cases likely in Telangana', 'Nothing less than 100% lockdown in hotspots: Ministers', 'Covid-19 surge continues in Telangana as 52 test positive; one more death', 'Telangana lockdown to be eased post April 20', ""After woman's death in Hyderabad's old city; 17 of family test coronavirus positive"", 'Ramzan activities in Hyderabad will be kept low-key in wake of Covid-19', 'Webinar organised on coronavirus by Hyderabad hospital', ""Telangana: Woman breaks lockdown; sarpanch-son 'banishes' her"", 'As country extends lockdown; crisis deepens for migrants in Hyderabad', 'Covid-19 patient arrested in Hyderabad for beating up doctor; 3 others also in the soup', 'Hyderabad: Covid-19 prison ward at Gandhi hospital', 'With low-grade PPEs; doctors in Hyderabad on Covid duty sitting ducks for virus', 'Four held for Covid-19 drug advertisement in Hyderabad', 'GHMC helpline gets 400 calls a day over Covid-19 symptoms', 'Minister tells police to intensify lockdown', 'Former SCB member hosts party amid lockdown; apologises later', 'University of Hyderabad to be testing centre for Covid', 'Sarpanch turns chowkidar; hands out hefty fines to lockdown violators', ""Covid-19: Khairatabad and Charminar areas top containment zones' charter"", 'Ex-servicemen in Covid-19 combat duty', 'Explain steps taken to help the disabled amid lockdown: High court to Telangana', 'High court asks Telangana govt for details of Covid-19 health scheme', 'Telangana government unlikely to relax lockdown norms till April 30', 'Another Hyderabad cop tests positive for Covid-19', '43 new cases take Telangana coronavirus count to 809', 'Hyderabad: As lockdown turns off booze tap; addicted migrant kids struggle']","[1, 0, 2, 0, 0, 5, 1, 0, 2, 1, 1, 0, 2, 0, 1, 4, 2, 0, 1, 0, 1, 0, 0, 2, 1, 0, 2, 0, 0, 0, 4, 2, 1, 1, 1, 0]",30.555555555555557,41.66666666666667,5.555555555555555,19.444444444444446,2.7777777777777777,11,15,2,7,1
2020-04-20 00:00:00,2020-04-20 00:00:00-2020-04-26 00:00:00,"['Telangana: Tribals use time in lockdown to stock up on forest produce', 'Hyderabad: 50 Niloufer Hospital staff quarantined', 'Andhra Pradesh: 44 tests coronavirus positive; tally reaches 647', 'Those discharged from quarantine not given transport from hospitals', 'Cable bizman races against time to feed Covid warriors', 'Two dead; 14 new coronavirus positive cases in Telangana; tally at 872', 'Shielding artistes from Covid-19 ravages', 'Will get tough on lockdown: Top brass in Hyderabad', 'Vijayawada man dies of Covid-19 in UK', '82 people from Dammaiguda quarantined after 70-year-old dies', 'Under pressure; Covid-19 survivors retested for virus', 'Telangana: PG doctors to aid Covid-19 fight even after academic year', 'Telangana: Cops resort to shaming lockdown violators', 'Andhra Pradesh records two deaths; 35 new Covid-19 cases as positive tally rises to 757', 'Hyderabad: No haleem on your plate this year as threat from coronavirus wipes out booming Ramzan biz', 'HC seeks report on Covid-19 tests from Telangana govt', ""Telangana: Overflowing drain makes policemen's Covid-19 duty tougher"", 'Telangana: Nine out of 33 districts are now free of coronavirus; declares government', 'Telangana: With lockdown; no Ramzan bounty for hawkers this year', 'Study: Uneven Covid-19 testing across country', 'Telangana: Locals pick song and dance to beat lockdown blues', 'Suryapet coronavirus chart continues to throw surprises', 'Gadwal is new Covid-19 hotspot', 'Chenchu women join Covid-19 fight', 'Age no bar: Many elderly win Covid-19 war; come out strong', 'Telangana breathes easy with only 7 coronavirus positive cases', 'Hyderabad: Two supermarkets sealed for violating lockdown norms', 'Coronavirus positive Telangana workers get CGI help in Dubai', 'Hyderabad: Covid-19 steals Akshaya Tritiya sheen; jewellers pin all hopes on online sales']","[0, 1, 2, 4, 0, 4, 0, 0, 1, 1, 1, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 2, 1, 0, 2, 2, 1, 2, 2]",20.689655172413794,41.37931034482759,6.896551724137931,31.03448275862069,0.0,6,12,2,9,0
2020-04-27 00:00:00,2020-04-27 00:00:00-2020-05-03 00:00:00,"['Central team pats Telangana cops for Covid-19 fight', 'Startups; small scale industries badly hit by Covid-19 lockdown', 'Horses starve in Hyderabad as lockdown slashes caretaker revenues', 'Horses starve as lockdown slashes caretaker revenues', '100 citizens who bought flu drugs tested for coronavirus in Hyderabad', ""TTD's lockdown prevented outbreak among pilgrims"", 'Telangana crosses 1;000 positive Covid-19 cases; strict lockdown to continue', 'Extend lockdown till December: T Jagga Reddy', 'Hyderabad: Hussainsagar turns healthier post lockdown', 'Telangana government hiding coronavirus numbers: Congress', 'Railways sets up Covid-19 cell', '21 of 33 districts in Telangana will be rid of coronavirus on Tuesday: CM K Chandrasekhar Rao', 'Telangana: Amid coronavirus gloom; 732 NIT-Warangal students bag plum jobs', 'Telangana reports six new Covid-19 positive cases', 'Emergency departments in Hyderabad see rise in Covid suspects', 'Niloufer nurse tests positive for coronavirus; family isolated', 'Set up strategy group to be prepared for post-Covid situation; KTR tells Centre', 'TIFR; ESIC ink MoU on Covid-19 testing', ""Hyderabad therapist offers music relief to Telangana's coronavirus frontline warriors"", 'Restrain police from seizing vehicles during lockdown: AIMIM to HC', 'Observe restraint while enforcing lockdown rules: Home minister to police officials', 'Job offers: Bits; IIIT-Hyderabad buck Covid-19 impact', 'Three dead; 22 new Covid-19 cases in T', '2 lakh migrant workers crossed state borders during lockdown', 'Hyderabad: Metro Rail spruces up its stations in lockdown lull', 'Hyderabad: Cop isolated after mother tests coronavirus positive', 'Pilgrims back after quarantine in Raj', ""Meet the lil' girls who broke their piggy bank to feed those hit by coronavirus"", 'Telangana blames Centre for coronavirus spread as six more test positive', 'GHMC tracing primary contacts of Covid-19 infected', 'Hyderabad: Another cop tests Covid-19 positive', 'coronavirus in hyderabad latest news updates on hyderabad corona cases deaths 2 may 2020', 'Telangana: Judges in Khammam are serving the needy during lockdown', 'Telangana reports one death; 17 fresh positive Covid-19 cases', '76 lockdown violation cases in Malkajgiri', ""Do not let Hyderabad's green quotient dip post lockdown; urge experts"", 'Supermarkets turn meeting spots in city amid lockdown', 'Gujarati galli community kitchen feeds migrants; Covid warriors']","[0, 4, 1, 1, 2, 1, 0, 0, 2, 1, 1, 2, 0, 2, 1, 1, 2, 1, 2, 1, 1, 2, 4, 0, 1, 1, 1, 4, 2, 1, 1, 1, 4, 4, 0, 2, 1, 0]",44.73684210526316,18.421052631578945,13.157894736842104,23.684210526315788,0.0,17,7,5,9,0
2020-05-04 00:00:00,2020-05-04 00:00:00-2020-05-10 00:00:00,"['Telangana doctors complain to IMCT about fewer Covid-19 tests', 'Hyderabad: Students; professionals take to online courses amid lockdown', 'Covid-19 cases go up by 21 in Telangana; 58 in Andhra Pradesh', 'SCR services set to better post lockdown', ""Don't refrain from seeking medical counsel: Hyderabad doctors to non-Covid patients"", ""Shiva's deep dive amidst lockdown saves many lives in Hyderabad"", 'Three new cases; K Chandrasekhar Rao calls for stricter lockdown', 'Campaign to fight coronavirus', ""Don't turn away non-Covid patients: Telangana HC"", ""'Strict' Secunderabad Cantonment Board keeps coronavirus at bay"", ""Covid-19 norms in place; Hyderabad's RGIA plans for a flying start post lockdown"", ""Sanitation staff in Covid-19 wards of Hyderabad's Gandhi Hospital want regularisation"", 'Hyderabad: Private lab offers Covid-19 risk test; CCMB chief sceptical', 'Telangana to test only if a primary contact shows coronavirus symptom', 'Hyderabad: No more containment clusters; only home quarantine from now', ""Telangana BJP chief calls KCR a 'quarantine CM'"", 'Covid-19 crisis: Pharma sector misses $22 billion export target', ""HC raps Telangana govt over low Covid-19 tests; says it'll give a wrong picture"", 'Covid-19: Telangana pays for train; gets back migrant workers from Bihar', 'Hyderabad: ESI hospital gets nod for Covid-19 plasma trials', 'Covid +ve woman gives birth to boy', 'Combating Covid-19: Chenchu tribe taps nature to make masks', 'Hyderabad: 18 on Covid-19 duty including doctors and sanitation workers get infected', 'Hyderabad: Birthday party trigger for 45 coronavirus cases in LB Nagar']","[0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 4, 0, 0, 2, 1, 0, 1, 1]",33.33333333333333,54.166666666666664,4.166666666666666,8.333333333333332,0.0,8,13,1,2,0
2020-05-11 00:00:00,2020-05-11 00:00:00-2020-05-17 00:00:00,"['Telangana records 33 new cases of coronavirus; tally reaches 1;196', 'Govt urged to intervene in TSWB ops amid lockdown', 'Ramzan in the time of lockdown: Spending Ramzan with my family has been truly gratifying: Nikhat Zareen', 'SSC exam dry run held to test Covid-19 measures in Telangana', ""We're broke; pay our airfare and quarantine bill; Gulf returnees beseech Telangana government"", 'Why Covid-19 tests only at government hospitals; HC asks Telangana government', 'Cops must be up-to-date on Covid-19: HC to Telangana government', '51 more positive; two dead as surge in Jiaguda raises total Telangana coronavirus cases', 'Two more Covid-19 deaths; 41 new positive cases in Telangana', 'Covid-19 +ve woman delivers baby', 'Lack of precaution to blame for spike in Covid-19 cases in Hyderabad; say officials', 'K-12 institutes seek sops to survive Covid', 'Telangana gives 150 doctors jobs to fight Covid-19; only three take up offer', '9 lakh lockdown violations cases', ""Breather for Telangana as HC says it can't force to conduct Covid tests"", 'Telangana: Probe against minister; top officials for lockdown flout', 'Telangana man dies of Covid-19 in Dubai', 'Divide OPD; Covid-19 wing at PHCs: Telangana minister', 'Andhra Pradesh: Nuzvid mango cultivators tasting the bitter fruits of lockdown', 'Land sharks on the prowl as officials on Covid-19 duty', 'Villages strive to prevent Covid-19 spread', 'Hyderabad scientists look to horses for Covid-19 cure', 'Covid-19 lockdown: 1;000 Andhra Pradesh; Telangana seafarers stranded on ships', 'Docs find link between Covid-19; gastrointestinal trouble in Hyd', 'Hyderabad: Average blood sugar level on rise post lockdown', 'Hyderabad: 4;000 FDA-approved drugs to be tested for Covid-19 cure']","[2, 1, 2, 0, 4, 0, 2, 1, 2, 1, 0, 2, 0, 0, 2, 0, 1, 0, 0, 1, 1, 2, 4, 4, 1, 2]",26.923076923076923,30.76923076923077,11.538461538461538,30.76923076923077,0.0,7,8,3,8,0
2020-05-18 00:00:00,2020-05-18 00:00:00-2020-05-24 00:00:00,"['Amid lockdown; students ask govt to pay exam fee', 'Hyderabad: Small businesses fear death blow; desperately hope lockdown eases', 'T cabinet meet on lockdown today; 42 more +ve; tally 1;551', 'Theatre needs to reinvent itself post the #CoronaCrisis: Experts', '5;000 hospital beds to be Covid-ready in Telangana', 'Hyderabad still hotspot; sees 41 new Covid-19 cases', 'Are you ready with mobile labs for Covid-19 tests; HC asks Telangana', 'Hyderabad: Now; Covid-19 diagnosis with Artificial Intelligence system', 'Four dead; 42 new Covid-19 cases in T', 'Covid effect: Wanderlust takes a backseat for locals this year', 'After 58-day lockdown; Telangana back in business; but buzz missing', ""Gandhi hosp's Covid-19 exclusivity tough pill to swallow for doctors"", 'ISB: Need for rapid ramp-up of Covid-19 testing capabilities', 'Telangana: Imams and muezzins not paid since beginning of lockdown', 'Two dead; 27 new Covid cases in T', 'Telangana: Warangal MLA booked for lockdown violation', 'Hyderabad: Bharat Biotech to develop Covid-19 vaccine candidate with US varsity', 'HC overrules government; allows private labs to test for coronavirus in Telangana', 'Andhra Pradesh: Sri City buzzes with activity amid lockdown lull', 'Poor will suffer if private hospitals treat Covid-19 patients: Telangana minister', 'TRS MLA gets HC notice for violation of lockdown', 'Snake spottings on the rise since start of lockdown in Hyderabad', 'Cop succumbs to coronavirus in Telangana', ""Hyderabad: Covid-19 patient's cremation stirs row; wife tweets he's missing"", 'Now; inspector tests positive for coronavirus in Telangana', 'Four booked for violating lockdown', 'Give free quarantine to Gulf returnees: TRS MLAs to Telangana CM', 'One death; 52 fresh Covid-19 cases in Telangana', 'Will those arriving be quarantined? Telangana to decide today', 'Telangana: New SOP in place for primary health centres post lockdown', 'Telangana: Two more cops test positive for Covid-19', 'Telangana: 60 days of lockdown over; but Covid-19 stigma still roaming free']","[1, 1, 0, 2, 2, 2, 2, 2, 4, 1, 4, 0, 2, 0, 4, 0, 2, 1, 0, 4, 0, 1, 1, 4, 1, 1, 2, 0, 0, 0, 1, 2]",28.125,28.125,15.625,28.125,0.0,9,9,5,9,0
2020-05-25 00:00:00,2020-05-25 00:00:00-2020-05-31 00:00:00,"['Covid-19: Maharashtra a big worry for Telangana as scores of Mumbai; Pune returnees test positive', 'Telangana: Health department gears up to tackle Covid-19 post lockdown', ""Scientists studying Covid 'mindset' to defeat virus"", 'Telangana: College group holds entrance test for Inter seats in lockdown', ""Telangana: It's Eid; but celebrations muted; hugs missing as coronavirus looms"", ""TOI conclave to help design Telangana's post-lockdown future"", 'Telangana districts see Covid-19 cases rise as migrants come home', ""VVS Laxman doffs hat to Covid-19 hero feeding hungry truckers in Telangana's Sadashivpet"", 'GHMC changes Covid-19 strategy', 'Hyderabad: Video calls & home prayers mark Eid in times of coronavirus', 'SCR feeds 3 lakh during lockdown', 'Socialising on the sly leads to spurt in Covid cases in Hyderabad & Rangareddy', 'Man convicted of AQ links placed in home quarantine', ""Don't leave the dead; test them for Covid-19: Telangana HC to government"", 'Covid-19: 7-day-old baby dies; Telangana cases near 2;000', 'SVPNPA puts in place new Covid-19 norms', 'Telangana: After cops test positive; police stations sanitised to stave off Covid-19; says ADG', 'Six more die of Covid-19 in Telangana; 107 fresh positive cases in state', 'Telangana: Denied burial over Covid-19 fear; Muslim man finds place in Hindu graveyard', 'Telangana sees 35 Covid deaths in 10 days; spurt leaves doctors clueless', 'Covid-19: ICMR to study community spread in 5 areas of Hyderabad', 'CCMB taps green monkey to culture virus; make Covid vaccine', '1;000 Covid samples taken from Rangareddy in 2 days', ""Hyderabad: Rapid coronavirus surge rings alarm bells; officials blame people's movement"", 'VSEZ beats corona blues to clock 17% growth in 1.5 months', ""As lockdown bites; it's brisk business in langurs at Andhra Pradesh-Telangana border"", ""Covid-19 death: T man's funeral held in Tvm"", 'Rising Covid waste raises hackles of GHMC officials', 'Rising Covid waste raises hackles of GHMC officials', '1;059 Telangana families have more than one Covid-19 positive member', 'Nine babies abandoned in Hyderabad since lockdown began', 'CM ignoring spurt in Covid cases: Telangana Congress', 'No more Covid cases; Laxminagar relieved']","[2, 0, 2, 1, 4, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 2, 0, 2, 0, 2, 0, 2, 0, 0, 2, 2, 4, 0, 0, 2, 4, 0, 2]",9.090909090909092,48.484848484848484,9.090909090909092,33.33333333333333,0.0,3,16,3,11,0
2020-06-01 00:00:00,2020-06-01 00:00:00-2020-06-07 00:00:00,"['Now virus woes in Covid-free zones of Hyderabad', ""Soon; 'chota cops' will be on Covid duty"", 'Coronavirus: Telangana cases surge; 199 positive in a day', 'Scientists chase new tools to fight Covid-19', 'IT sector continues with self-imposed lockdown', 'Telangana sees 99 new cases as coronavirus claims four', 'Kin of mild Covid-19 patients to be administered hydroxychloroquine as precaution', 'Hyderabad: On a trial basis; 11 Covid-19 patients with mild symptoms home quarantined', ""Covid-19: With 12 cases; Hyderabad's Osmania Medical College cuts OPD time to 2 hours"", 'Telangana: Constable; who was turned away by four hospitals; tests positive for Covid-19', 'Coronavirus fright: 31 doctors test positive in Telangana-run hospitals', 'Covid-19: Seven deaths in one day; Telangana fatalities now 99', 'Did coronavirus enter India in December? Scientists identify distinct trait', 'Social distancing goes for a toss in Secunderabad Cantonment; Covid-19 cases rise', ""AP IPS officer's kin test +ve for Covid-19"", 'Hyderabad: Burglars rob house of Covid-19 patient', 'HC to Telangana: Give status of Covid-19 patient', 'Telangana: Covid-19 hits doctors hard; health authorities in a bind', 'Covid-19 cases rise to 10 in Secunderabad Cantonment; SCB asks citizens to follow safety norms', 'Climate change like Covid: Experts', 'Telangana tops south in secondary infection rate for Covid cases', 'MGM hospital reports first Covid-19 death', 'Hyderabad: Two units sealed for violating Covid-19 norms', 'Despite Telangana HC order; dead not being tested for Covid-19', 'Hyderabad: NIPER working on nasal sprays; drugs to fight Covid-19', ""Telangana: SCB Covid-19 survey moves at snail's pace"", ""IIT- Hyderabad's Covid-19 kit can give result in 20 minutes""]","[0, 0, 2, 0, 0, 2, 1, 1, 0, 1, 1, 0, 1, 0, 2, 0, 2, 0, 2, 0, 2, 4, 0, 1, 1, 0, 2]",25.925925925925924,44.44444444444444,3.7037037037037033,25.925925925925924,0.0,7,12,1,7,0
2020-06-08 00:00:00,2020-06-08 00:00:00-2020-06-14 00:00:00,"['Telangana CM calls for meet on Covid-19 spread as CMO employee tests positive', '33-year-old scribe dies due to Covid', 'RWAs pull a clean sweep to battle Covid-19', 'Special ward for Covid positive doctors at NIMS', 'Job frauds rise during lockdown; Rachakonda cops record 11 cases', 'Constable tests +ve for Covid-19', 'Why are you hiding Covid data from citizens; HC questions govt', 'Hyd nurse tests Covid-19 positive in Bhadradri dist', 'Will Aarogyasri cover Covid; HC asks T', 'Asad: Modi failed to control Covid spread', 'Telangana bullying doctors amid Covid-19: BJP', ""3 new Covid-19 cases; one death in Sec'bad Cantt; hotspots rise to six"", 'Old City residents worried as 3 of family lose Covid-19 battle', ""Increase Covid testing; don't dodge orders: Telangana HC to KCR government"", ""Hyderabad: Some eateries open; but it's an extended lockdown for many"", ""GHMC's waste management officials isolate selves as staffer tests positive for coronavirus"", ""HC dismisses plea on Telangana's lockdown lift move"", 'Nizamabad government hospital to be Covid-19 centre', 'Increase Covid testing: Kishan Reddy to Telangana CM', 'Hyderabad: Two IPS probationers test positive for Covid-19 at NPA; one is asymptomatic', 'Nodal Covid-19 hospitals stop admitting asymptomatic patients in Telangana', 'Private hospitals get Telangana govt nod to treat Covid-19 patients', ""Ruckus at Gandhi hospital as Covid victim's kin attack doctor"", ""Telangana: Covid patient's body swap triggers row"", ""Telangana: 'Gully warriors' help fight Covid-19 in Adilabad district"", ""Hyderabad: Covid-19 reaches mayor's office; staff tests positive"", 'Amid Covid-19; insurers to make health claims data public', 'Hyderabad: Gandhi Hospital Covid care hit as doctors strike work for relief; security', 'Hyderabad: PCR tests to detect Covid-19 not fully reliable; says CCMB study', 'Covid-19 shocker for discoms; losses mount', 'Ramayapalli village shows the way to tackle Covid-19', ""Hyderabad's Gandhi Hospital needs more specialists to tackle Covid: Junior doctors"", 'Secunderabad: Shops violate Covid norms; penalised', ""70-year-old from Hyderabad's Boddupal spreads awareness on Covid precautions"", '18.5 lakh lacked access to abortion during lockdown', 'Nine more die in Telangana; 164 new cases; TRS MLA tests positive for Covid-19', ""30 Covid-19 tests a day; Telangana govt's new order"", 'Scare in air: Air India crew on edge as Vande Bharat staff test positive for Covid-19', 'Telangana: District hospitals face 60% doctor shortage amid Covid-19', 'Covid-19 hits cornea harvest; transplant; waitlist for corneal operations lengthens', ""Dr Reddy's in pact with Gilead for Covid-19 drug Remdesivir"", 'Telangana: 45 petition govt to include private hospitals in Covid-19 fight', 'Hyderabad private hospitals charging lakhs for Covid-19 treatment']","[2, 4, 0, 2, 0, 1, 0, 1, 0, 0, 0, 4, 1, 0, 0, 0, 0, 2, 0, 1, 1, 2, 1, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1, 4, 1, 0, 0, 2]",23.25581395348837,51.162790697674424,6.976744186046512,18.6046511627907,0.0,10,22,3,8,0
